nombre,letra
no te me borras,"Que tu no te me borras

Me lo dice la gente

Que ya echaste raices

Que te llevo presente



Que tu nombre ha formado

Una cruz en mi vida

Que tal vez sea un camino

Todo lleno de espinas



Yo no voy a negar

Lo que diga la gente

Y te voy a querer

Porque quiero quererte



Y no voy a negar

Que te tengo enraizada

Si tan solo te ame

Con mirarte a la cara



Yo no voy a negar

Lo que diga la gente

Y te voy a querer

Porque quiero quererte



Y no voy a negar

Que te tengo enraizada

Si tan solo te ame

Con mirarte a la cara
"
si estuvieras,"No se como continuar

se me han cerrado las puertas

desde que no estas aqui

tengo cansada la vida

Que rumbo tomo sin ti



Si estuvieras

aqui en mi pecho la tristeza no entraria

si estuvieras

la luna triste de mis noches cantaria

el sol de la mañana nos hayaria cansados

de tanto estar amandonos de tanto estar amandonos



Si estuvieras

saldria a la calle tan feliz ya sin temores

si estuvieras

cada rincon tendria el perfume de tus flores

habria en nuestra alcoba calor de primavera

tu tienes que volver a mi

si no quieres que muera



Si estuvieras

aqui en mi pecho la tristeza no entraria

si estuvieras

la luna triste de mis noches cantaria

el sol de la mañana nos hayaria cansados

de tanto estar amandonos de tanto estar amandonos"
por esa yegua,"Me trae de un ala una potranca fina,

De andar gracioso y de mirada altiva

Ancha de ancas y muy presumida

Y aunque es arisca yo la tengo que montar

Por ahi se dice que no tiene dueño

Y aunque tuviera no le tengo miedo

Esa potranca me ha quitado el sueño

Y esa boquita yo la tengo que besar

Por esa yegua yo doy la vida entera

Y aunque me tarde la tendre que domar

Y aunque relinche yo busco la manera

Pero mi silla se la tiene que estrenar



Es Alazana y por eso la quiero

Sus ojos claros parecen luceros

Esa potranca me ha quitado el sueño

Y esa boquita yo la tengo que besar

Por esa yegua yo doy la vida entera

Y aunque me tarde la tendre que domar

Y aunque relinche yo busco la manera

Pero mi silla se la tiene que estrenar
"
negra cruz,"Ya no llores corazon, no seas cobarde

¡Ay¡ que no ves lo que me haces padecer

Ya no llores corazon que ya es muy tarde

Pues a los dos nos toco la de perder



Yo me muero y tu me pierdes para siempre

Y te quedas en el mundo a navegar

Ten cuidado, pisa bien y no resbales

Mas no seas tonta, no te dejes engañar



Ahora quieres con tu llanto regresarme

De aquel camino que tu misma me enseñaste

En el vaso tu pusiste el veneno

Aquel veneno que para mi preparaste



Ven mi niño, yo te dejo mi retrato

En el tienes el cariño que te di

Cuando crezca, le platicas de su padre

Mas no le digas que me traicionaste a mi



En mi tumba pon la cruz que yo te diga

Y que sea negra, no la quiero de color

Porque negra todo el tiempo fue mi suerte

Mujer traidora, ahi te dejo mi dolor
"
en carne viva,"Haz amigo el favor

de no hablarme de ella aun

todavia es muy pronto y la sueno

todavia su amor lo recuerdo

haz amigo el favor

de ignorarla delante de mi

ni siquiera pronuncies su nombre

que aun mi alma esta hecha girones



que tengo el corazon en carne viva

que yo no se olvidar, como ella olvida

que estoy desconcertado

que no se dar ni un paso

sin ella, sin ella



que tengo el corazon en carne viva

que yo podria morir, que estoy sin vida

que nada me interesa

que todo en mi es tristeza

sin ella, sin ella



Haz amigo el favor

de llevarme muy lejos de aqui

donde ella conmigo no estuvo

donde nada recuerde algo suyo

haz amigo el favor

acompañame a caminar

por lugares lejanos y nuevos

donde nada me invita el recuerdo"
amor prestado,"Ese amor prestado

que me diste un dia

me salio tan caro

me salio tan caro

tener tu alegria

aquellas promesas

se las llevo el viento

y ahora tu recuerdo

y ahora tu recuerdo

se volvio lamento



Ese amor prestado

aqui lo he guardado

cual si fuera el dueño

aun que lo supiera

aunque comprendiera

que solo fue un sueño

como un amuleto

aqui lo he guardado

ese amor tan lindo

ese amor prestado

aqui se ha quedado



Ese amor prestado

aqui lo he guardado

cual si fuera el dueño

aun que lo supiera

aunque comprendiera

que solo fue un sueño

como un amuleto

aqui lo he guardado

ese amor tan lindo

ese amor prestado

aqui se ha quedado



Ese amor tan lindo

ese amor prestado

aqui se ha quedado
"
cuando hagamos la cuenta,"Pasa el tiempo y te sigo esperando,

Es por eso que vivo llorando

No he podido olvidar tus desprecios,

Sin embargo a pesar de tu olvido, te sigo adorando

Nunca olvides que somos humanos,

Y que asi como hierras aciertas,

Seras tu, sere yo, nadie sabe

El que tenga por fin la razon

Cuando hagamos las cuentas



Por mi parte ya no habra mas llanto

No mereces que siga llorando

Tratare de olvidar tu recuerdo

Borrare con el tiempo la herida

Que tu me has dejado

Nunca olvides que somos humanos,

Y que asi como hierras aciertas,

Seras tu, sere yo, nadie sabe

El que tenga por fin la razon

Cuando hagamos las cuentas

Nunca olvides que somos humanos,

Y que asi como hierras aciertas,

Seras tu, sere yo, nadie sabe

El que tenga por fin la razon

Cuando hagamos las cuentas
"
el bandido,"...ora Vicente, cantale al bandido...



El Bandido era un caballo

Cuatralbo y entre pelado

De estampa muy especial

Nunca perdio una carrera

Caballo de un solo dueño

Del rancho del Chaparral



Era un primero de Mayo

Cuando varios de a caballo

Golpeaban al animal

Y se les fue como un rayo

Matando a aquellos malvados

En el mismito corral



Cuando Miguel vio a los muertos

Casi a punto de llorar

Le dijo a su fiel caballo

Nos vamos a separar

Anda y vete a las praderas

No te dejes agarrar



...correle bandido...



Luego llego el comisario

Pregunto por el caballo

Y Miguel le contesto:

Los muertos que estan tirados

Yo no se lo que ha pasado

Se lo juro por mi honor"
el charro mexicano,"Con mi sombrero bordado, y mi traje alamarado

Mi botonadura de oro, mis espuelas de amozo

Mi carrillera plateada, mi pistola niquelada,

Y sin reproche de ser oro, soy la noble tradicion



Soy el, Charro Mexicano, noble, valiente y leal,

De su vuelo, siempre hermano,

Soy el charro que se llena, con el alma, con amor

El de la virgen morena, de su patria, y de su Dios



(Traigo corbata de seda, en el cuello se lo enreda,

Con los colores sagrados, de mi enseña tricolor)



Luna guitarra cantora, pa cantarle a la que adora,

Este charro enamorado, mexicano de nacion



Soy el, Charro Mexicano, noble, valiente y leal,

De su vuelo, siempre hermano,

Soy el charro que se llena, con el alma, con amor

El de la virgen morena, de su patria, y de su Dios"
pero le dije adios,"Hoy vengo mal herido, ya ves querido amigo,

Un dia me lo advertiste, y no te quise oir

Despues de tantas veces, pague su amor con creces

Y hoy me dice tranquila, alejate de mi

Y aquellos labios rojos, tal vez los mas hermosos

Lanzaron mil ofensas, que no puedo decir

Mis ojos se nublaron, dos lagrimas brotaron

Y fue en ese momento, que me acorde de ti

Mis manos se apretaron, queriendo detenerla

Mis ojos se cerraron, y se quebro mi voz

Mordiendome los labios, me di la media vuelta

Y me trague mi llanto, pero le dije adios



Ya ves querido amigo, por eso estoy contigo

Jamas quise aceptarlo, pero tenias razon

No quise hacerte caso, y me perdi en sus brazos

Y como tu dijiste, me dio en el corazon

Mis manos se apretaron, queriendo detenerla

Mis ojos se cerraron, y se quebro mi voz

Mordiendome los labios, me di la media vuelta

Y me trague mi llanto, pero le dije adios
"
como amante o como hermano,"Hoy que no tienes ya...

Ningun Amor ningun Amigo

Hoy tienes que saber que yo estare siempre contigo

te propongo que vengas y te apoyes de mi Mano

yo sabre darte dicha como Amante como Hermano



Soy hijo del Dolor,de los placeres y el Pecado

que puede reprochar un trovador de tu Pasado

si sabes que el destino de bohemios y poetas

es rodar por el mundo sin Prestigios ni parejas

Esta vez te propongo que sin compromiso conmigo vendras

Cuanto tu lo decidas y cures tu herida te puedes marchar

y sin que me lo pidas por toda la vida te puedes quedar

compartiendo la sombra y el calor del mismo nido



Coro

Dos almas que se juntan en el triunfo y la derrota

hasta que se confunden en el tiempo y el olvido

tu belleza marchita y mi guitarra vieja y rota

Hasta que se confundan en el tiempo y en el Olvido

Tu belleza marchita y mi guitarra Vieja y Rota"
te quedaste adentro,"Aqui agoniza dentro del pecho una ilusion

ando buscando en otros brazos un corazon

un solo nombre llevo en los labio como el sufrir

busco un alivio, algun aliento para vivir



Tu te quedaste dentro de mis pensamiento

y ya no te vas

hoy esa voz de arrullo es solo un murmullo

que no volvera



A lo profundo fue tu recuerdo y se quedo

y tu perfume quedo en mis manos y se impregno

el bello ramo que en las mañanas yo te mande

un viento helado se lo ha llevado

todo se fue



Tu te quedaste dentro de mi pensamiento

y ya no te vas

hoy esa voz de arullo es solo un mumullo

que no volvera
"
demente,"ACEPTO QUE ME DIGAN TODOS

QUE SOY UN DEMENTE

QUE VIVO MENCIONANDO COSAS

QUE NO PUEDEN SER

NO SABEN QUE LA VIDA UN LOCO

LA VE DIFERENTE

QUE PUEDE CONTEMPLAR EL ALBA AL ATARDECER

LOCURA QUE EN EL CASO MI0

ES MUY IMPORTANTE

CONCIBO VER EN TI

A LA AMANTE QUE NO HE DE ALCANZAR

Y ANSIOSO POR TENER TUS BESOS

DE PRONTO COMO UN LOCO MUERTO

TU BOCA QUE VIVIENDO CUERDO NO PODRIA BESAR

LOCURA QUE EN EL CASO MI

ES MUY IMPORTANTE

CONCIBO VER EN TI

A LA AMANTE QUE NO HE DE ALCANZAR

Y ANSIOSO POR TENER TUS BESOS

DE PRONTO COMO UN LOCO MUERTO

TU BOCA QUE VIVIENDO CUERDO NO PODRIA BESAR

Y ANSIOSO POR TENER TUS BESOS

DE PRONTO COMO UN LOCO MUERTO

TU BOCA QUE VIVIENDO CUERDO NO PODRIA BESAR
"
mi niña bonita,"Yo creo que a todos los hombres

les debe pasar lo mismo que cuando

van a ser padres quisieran tener un niño...



Luego les nace una niña

sufren una desepcion y despues la quieren tanto

que hasta cambian de opinion...



(coro)



Es mi niña bonita con su carita de rosa,

es mi niña bonita cada dia mas preciosa,

es mi niña bonita echa de nardo y clavel,

es mi niña bonita es mi niña bonita

cuanto la llego a querer...



Si un dia se casa mi niña vestida de

blanco armiño recordare que soñaba con

que al nacer fuera un niño,

por eso reso y le pido al señor del gran poder

que el hombre que se la lleve la sepa siempre querer...



(coro)



Mi niña bonita hay mi niña

BONITAAAAAAAAA.....
"
entre el amor y yo,"Enre el Amor y yo hicimos un acuerdo

de amar a la mujer de la mejor manera

de nunca provocar el llanto de sus ojos

por ser lo mas hermoso que esta sobre la tierra.



Entre el Amor y yo le hacemos sus caprichos

pues siendo complacientes asi es como logramos

sentir entre mi cuerpo la seda de sus manos

una linda sonrisa y el nectar de sus labios.



Entre el Amor y yo sabemos de placeres

y es nuestra religion amar a las mujeres

entre el amor y yo tenemos una historia

amar a una mujer es conocer la gloria.



Nacer de una mujer con nada le pagamos

por eso todas ellas merecen mil respetos

mas lindas que la luna,que el sol y las estrellas

merecen que les cante la rima de mis versos.



Entre el Amor y yo sabemos de placeres

y es nuestra religion amar a las mujeres

entre el amor y yo tenemos una historia

amar a una mujer es conocer la gloria
"
mala,"Acaba de una vez rompeme el alma

termina de una vez con esta historia

me dices que te vas y das la espalda

y me cierras las puertas de la gloria



Acaba de una vez rompelo todo

me vez aqui de pie yo no estoy muerto

sin ti voy a quedar de nuevo solo

perdido como un ciego en el desierto



Por que volvi a querer si habia jurado

jamas enamorarme nunca nunca

siempre que di mi amor me lastimaron

amarte simplemente no resulta



Nunca crei de ti que fueras mala

eras una mujer tan diferente

con lo que ya te di compra una daga

y acaba con mi amor pero de frente



Mala mala eres tan bonita pero mala

mala mala eres tan bonita pero mala..."
que de raro tiene,"A los que al contemplarme

rodando en el fango quisieron llorar

a los que se pregunten

por que mi talento no pudo triunfar

a los que me juzgaron

sin darme derecho siquiera de hablar

a todos los que quieran

saber mi tragedia, la voy a contar:

Yo siempre sostuve

que no hay en el mundo ningun otro ser

que tenga belleza

de pies a cabeza como la mujer

ellas son la vida,

la chispa divina, la razon de ser

que de raro tiene

que ne haya perdido por una mujer

que de raro tiene

que me este muriendo por una mujer



HABLADO:

No les apiade mi dolor profundo,

yo solo fui el culpable en mi fracaso,

porque pude haber sido el rey del mundo,

pero encontre mujeres a mi paso."
como,"Como imaginar que la vida sigue igual

como si tus pasos ya no cruzan el portal

como comprender esta realidad

como si hasta ayer brillaba el cielo en tu mirar



como consolar a la rosa y al jazmin

como si tu risa ya no se oye en el jardin

como e de mentirles que mañana volveras

como despertar si tu no estas



como consolar a la rosa y al jazmin

como si tu risa ya no se oye en el jardin

como e de mentirles que mañana volveras

como despertar si tu no estas

como despertar si tu no estas
"
la mitad de mi vida,"Yo te di la mitad de mi vida,

Tu gozaste en hacerla pedazos,

Fue la forma mas cruel que encontraste,

Para hundirme en mi amargo fracaso

Me bebi con el vino mi llanto,

Que en silencio en mi copa caia

Pero no demostre  mi tristeza

Cuando vi que de mi te reias

No me voy aunque quieras echarme,

Tengo mucho que hacer todavia

Hay mil cosas que quiero cobrarme

Y acabar con tu falsa alegria

Yo te di la mitad de mi vida,

Te la di sin poner condiciones

Con la otra mitad que me queda

Por mi honor pagaras tus traiciones



No me voy aunque quieras echarme,

Tengo mucho que hacer todavia

Hay mil cosas que quiero cobrarme

Y acabar con tu falsa alegria

Yo te di la mitad de mi vida,

Te la di sin poner condiciones

Con la otra mitad que me queda

Por mi honor pagaras tus traiciones
"
sabra dios,"Sabra Dios, si tu me quieres o me engañas

Como no adivino, seguire pensando que me quieres solamente a mi

No tengo derecho en realidad, para dudar de ti, y para no vivir feliz

Pero yo presiento, que no estas conmigo, aunque estes aqui,



Sabra Dios, uno no sabe nunca nada, me dara vergüenza,

Si este amor fracasa nada mas, por mi equivocacion,

Y debo estar loco, para atormentarme, sin haber razon

Pero voy a luchar, hasta arrancar,

esta ingrata mentira, de mi corazon



No tengo derecho en realidad, para dudar de ti, y para no vivir feliz

Pero yo presiento, que no estas conmigo, aunque estes aqui,

Sabra Dios, uno no sabe nunca nada, me dara vergüenza,

Si este amor fracasa nada mas, por mi equivocacion,

Y debo estar loco, para atormentarme, sin haber razon

Pero voy a luchar, hasta arrancar,

esta ingrata mentira, de mi corazon
"
aunque no sea mayo,"Suenenle duro muchachos

Pongale el alma a este gallo

No le hace que se despierte

Toditito el vecindario



Suenenle duro muchachos

Ponganle el alma a este gallo

Para cantarle a mi madre

Yo no necesito que sea el mes de mayo



Despierte madre

Que le traigo serenata

tengo encendido de emocion

el corazon



Viejita linda por favor

Abra la puerta

para que escuche lo

que dice mi cancion



vengo a decirle que

es mi reina concentida

que su cariño me alimenta y me da fe

que su consejo es mi tesoro en esta vida



¡Madrecita querida!... despiertese



Quiero llenarla de besos y de flores

Amor de mis amores

y de mis alegrias

no necesito que llegue el mes de mayo

yo quiero demostrarle

mi amor todos los dias"
la mejor de las mujeres,"A veces eres

Risueña me encanta

Verte tu pelo

Revuelto coqueto

A veces frunces

Tu ceño me enfadas

Eres lo negativo

Algo incierto



A veces me das

Amor sin medida

Me haces vivir

Cada dia

Un mundo bello

A veces tanto

Lastimas mi vida

Con las intrigas

Que causan tus celos



Pero yo te quiero asi

Te quiero asi como eres

A veces tierna sonriendo

La mejor de las mujeres



Pero yo te quiero asi

Con tus tormentos, tus celos

Te quiero asi como eres, ay

Te quiero tanto te quiero..

   

____________________



A veces eres

Risueña me encanta

Verte tu pelo

Revuelto coqueto

A veces frunces

Tu ceño me enfadas

Eres lo negativo

Algo incierto"
no creo que tu,"Me puse a pensar lo amargo y lo absurdo

que a veces resulta tanto y tanto amar.

No puedo creer que amandote tanto con tanta locura te pude perder.



Me duele saber  que a diario te extraño

y solo recuerdo me pude volver te juro que a veces

quisera borrate quisera arrancarte y no pude ser.



!!No creo que tu te pases las noches que yo paso

en vela pensando en tu amor, no creo que tu te mueras de ausencia,

te arranques el alma mordiendo el dolor,

no creo que tu despiertes llorando demente

gritando en un triste rincon,

no creo que tu te mueras de angustia te mueras de celos;

no creo que tu.



Me duele saber que a diario te extraño

y solo recuerdo me pude volver te juro

que a veces quisiera borrarte

quisera arrancarte y no puede ser.!!
"
corazon de perro,"Entre los tontos, que te han querido, puedes mirar,

Que todavia, sigo teniendo, primer lugar

Porque ninguno, ha superado, mi resistencia

Nadie soporta, mas de un segundo, tu indiferencia

Por eso ahora, que a mis rivales, pude vencer

Tambien menciono, las cualidades, que hay que tener

Para aguantarte, sin protestar, se necesita, resignacion

O en su defecto, tener de perro, el corazon



Porque ninguno, ha superado, mi resistencia

Nadie soporta, mas de un segundo, tu indiferencia

Por eso ahora, que a mis rivales, pude vencer

Tambien menciono, las cualidades, que hay que tener

Para aguantarte, sin protestar, se necesita, resignacion

O en su defecto, tener de perro, el corazon
"
quiero dormir cansado,"Quiero dormir cansado

para no pensar en ti

quiero dormir profundamente

y no despertar llorando

con la pena de no verte.



Quiero dormir cansado

y no despertar jamas

quiero dormir eternamente

porque estoy enamorado

y ese amor no me comprende.



Durmiendo, vivir durmiendo

soñando, vivir soñando

hasta que tu regreses

y te entregues en mis brazos.



Prefiero vivir durmiendo

no quiero vivir llorando

hasta que tu comprendas

que yo sigo enamorado.



Quiero dormir cansado

para no pensar en ti

quiero dormir profundamente

y no despertar llorando

con la pena de no verte."
sublime mujer,"Por que tengo en la vida mas de un amor me juzga la gente

por que no he respetado las leyes que rige nuestra sociedad

por que yo no he podido frenar el corcel que agita las ganas

por que no he conseguido pasar siete noches en la misma cama



pero que voy hacer si es mi frma de ser

yo me rindo ante el ser que  se llama mujer

si es usted de los hombres que se han consagrado a una mujer

por Dios lo felicito digame el secreto compañero fiel



por que para mi basta con solo un perfume que huela a mujer

para ser un esclavo,romantico y loco del mas bello ser.

pero que voy hacer si es mi forma de ser

yo naci para amrte sublime mujer."
como un duende,"Meditando yo...

Me di cuenta que...

aunque este sin ti

a tu lado voy.



Como un duende yo sigo

tus pasos con mi mente

muy siempre contigo

ahuyentado pecado y fracasos

evitando que el negro destino

se te acerque

y te atrape en sus lazos,

por que quiero,

que a tu alma de santa

no contagie la maldad del mundo...

Por que ahora que te siento mia

cada vez  es mi amor mas profundo.

Como un duende yo sigo

tus pasos para ver

si tan solo eres mia

o repartes tu amor en pedasos...

Para ver si tan solo eres mia

repartes tu amor en pedasos.



*******************************"
